"report number","date","weather","latitude","longitude"
"MCP33280048","2025-02-16","Severe Crosswinds",39.09610755,-77.10988951
"MCP3277003V","2025-02-16","Clear",39.1720205,-77.1997525
"MCP3452000M","2025-02-16","Clear",39.04240436,-77.05325271
"MCP3068005Z","2025-02-16","Clear",38.98098019,-77.09517878
"MCP3180004H","2025-02-16","Severe Crosswinds",39.12912288,-77.08120632
"MCP2763004W","2025-02-16","Severe Crosswinds",39.17184,-77.20482667
"MCP29870095","2025-02-16","Severe Crosswinds",39.05603107,-76.97132779
"MCP2251002Q","2025-02-16","Cloudy",39.09309612,-77.19639871
"MCP2187002K","2025-02-16","Rain",39.12290167,-77.17752167
"DD56740012","2025-02-16","Cloudy",39.0873622,-77.17630176
"MCP304800DF","2025-02-16","Cloudy",39.00333733,-77.06361033
"MCP3079006Z","2025-02-16","Cloudy",39.15951253,-77.26258589
"MCP2898005T","2025-02-16","Rain",39.18526021,-77.15081683
"MCP26620039","2025-02-15","Rain",39.22200708,-77.26004326
"MCP91180055","2025-02-15","Rain",39.05718242,-77.07354692
"MCP21070068","2025-02-15","Fog, Smog, Smoke",39.26925966,-77.15233978
"MCP33170039","2025-02-15","Rain",39.08310534,-76.94771219
"MCP3396001N","2025-02-15","Rain",39.06309851,-77.07340257
"MCP2898005S","2025-02-15","Rain",39.16772018,-77.2300368
"MCP33200036","2025-02-15","Rain",39.01204833,-77.002696
"DD5663001V","2025-02-15","Rain",39.06093613,-77.12133489
"MCP3225005B","2025-02-15","Rain",39.06874273,-77.08853789
"MCP1233006B","2025-02-15","Cloudy",39.03186307,-77.07478984
"MCP3390001M","2025-02-15","Rain",39.1829825,-77.27072317
"MCP33280046","2025-02-15","Rain",39.05740198,-77.07803929
"MCP3058005L","2025-02-15","Freezing Rain Or Freezing Drizzle",39.03147105,-77.19954834
"EJ79060021","2025-02-15","Rain",39.16326363,-77.22592109
"MCP2967006J","2025-02-15","Rain",39.02256679,-77.14958969
"MCP2047005T","2025-02-15","Rain",39.05407,-77.11741333
"MCP12040003","2025-02-15","Clear",38.95198774,-77.10154282
"MCP271700ZD","2025-02-15","Clear",39.17200707,-77.20499634
"MCP2761006Q","2025-02-15","Clear",39.05852916,-77.1257446
"MCP2845009D","2025-02-15","Clear",39.01137787,-76.97884159
"DM85150014","2025-02-15","Clear",38.98607845,-76.98916644
"MCP2961004J","2025-02-15","Clear",39.08379094,-77.07751276
"HA2476000K","2025-02-14","Clear",38.97347046,-77.1011595
"MCP2723009G","2025-02-14","Clear",39.07248047,-77.09687214
"MCP27570023","2025-02-14","Clear",39.13436665,-77.17591666
"MCP33840016","2025-02-14","Clear",38.99269933,-77.0266815
"MCP3335003D","2025-02-14","Clear",38.99670783,-77.00136483
"MCP32250059","2025-02-14","Clear",39.0644861,-77.09721752
"MCP287100C2","2025-02-14","Clear",39.0276535,-77.07755733
"MCP3095005P","2025-02-14","Clear",39.10933317,-76.93498583
"MCP3358002P","2025-02-14","Clear",38.99170566,-77.09629697
"MCP3386002D","2025-02-14","Clear",38.98807158,-77.07628603
"MCP3055004N","2025-02-14","Clear",39.14305268,-77.0411757
"MCP2760006F","2025-02-14","Clear",39.14881054,-77.16748527
"MCP3080005F","2025-02-14","Clear",39.17639149,-77.26834456
"MCP2939007B","2025-02-14","Clear",39.30252643,-77.18907347
"DD5653004H","2025-02-14","Clear",39.06084098,-77.12584936
"MCP3093005W","2025-02-14","Clear",38.99892639,-77.05249105
"DD5653004G","2025-02-14","Clear",39.07123817,-77.13940183
"MCP3105005N","2025-02-14","Clear",39.181535,-77.26259167
"MCP2771004R","2025-02-14","Clear",39.06326888,-77.0548179
"MCP137801C3","2025-02-14","Clear",39.10090859,-77.19171492
"MCP2845009C","2025-02-14","Clear",39.02541133,-76.98044467
"MCP3362005C","2025-02-14","Clear",39.01535187,-76.98673726
"MCP2674005W","2025-02-14","Clear",39.15745859,-77.26637132
"MCP302600DJ","2025-02-14","Clear",39.01795277,-77.20903787
"MCP27700043","2025-02-14","Clear",39.13498667,-77.11648667
"MCP2845009B","2025-02-14","Clear",39.02395524,-77.01106494
"MCP3362005B","2025-02-14","Clear",39.03141941,-77.0045537
"EJ7889005D","2025-02-14","Clear",39.12365155,-77.23141791
"MCP3208006P","2025-02-14","Clear",39.0105732,-77.01723987
"MCP2800006J","2025-02-13","Clear",39.02701437,-77.1263218
"MCP3173003K","2025-02-13","Clear",39.20648367,-77.16814967
"MCP33050043","2025-02-13","Clear",39.00688659,-76.98031204
"MCP295400F6","2025-02-13","Clear",39.03690848,-76.98919657
"MCP30440084","2025-02-13","Clear",39.06171883,-76.95940449
"MCP21600039","2025-02-13","Clear",39.1748335,-77.1965915
"MCP33600025","2025-02-13","Clear",39.1036815,-77.19085161
"MCP2934006B","2025-02-13","Clear",39.00221329,-77.13281616
"MCP32320069","2025-02-13","Clear",39.10086313,-76.97850692
"MCP26710046","2025-02-13","Clear",38.99196092,-77.02731784
"MCP137801C2","2025-02-13","Clear",39.15240563,-77.19610712
"EJ7869004K","2025-02-13","Clear",39.14581883,-77.21981033
"MCP2466005R","2025-02-13","Cloudy",39.05067,-77.23328504
"MCP3411001Q","2025-02-13","Clear",39.03125513,-77.13168252
"MCP287100C1","2025-02-13","Cloudy",39.0344045,-77.1251455
"MCP3050006C","2025-02-13","Clear",39.06533767,-77.07078067
"DD5583009D","2025-02-13","Clear",39.08609315,-77.11800566
"MCP3411001P","2025-02-13","Clear",39.0312771,-77.13177704
"EJ7887005F","2025-02-13","Clear",39.11658265,-77.18599804
"MCP32270064","2025-02-13","Clear",39.06158669,-76.99834885
"MCP271700ZF","2025-02-13","Clear",39.18260926,-77.26030339
"MCP1534000V","2025-02-13","Clear",39.18586632,-77.25352667
"MCP33190036","2025-02-13","Clear",39.01751246,-77.05840858
"DD56660020","2025-02-13","Cloudy",39.05883656,-77.12126159
"MCP31360078","2025-02-13","Rain",39.03684933,-76.98957717
"MCP33190035","2025-02-13","Cloudy",39.01573274,-77.04153212
"MCP2182003H","2025-02-13","Rain",39.02055063,-77.01199636
"MCP33950030","2025-02-13","Clear",38.98898183,-77.07669275
"MCP3374002M","2025-02-13","Clear",39.01269615,-77.09908372
"MCP2182003G","2025-02-13","Rain",39.01147294,-76.97905526
"EJ7899001J","2025-02-13","Freezing Rain Or Freezing Drizzle",39.12740481,-77.20957191
"MCP29500039","2025-02-13","Rain",39.19050317,-77.22466561
"MCP3258004W","2025-02-12","Rain",39.0430105,-77.05197683
"EJ7893003P","2025-02-12","Rain",39.12356,-77.23155083
"DD5668001F","2025-02-12","Rain",39.07915323,-77.13555648
"MCP3230006K","2025-02-12","Rain",39.08013035,-77.08048739
"MCP29390079","2025-02-12","Rain",39.19520765,-77.24487783
"DD5653004F","2025-02-12","Rain",39.07356833,-77.15312817
"EJ7888007M","2025-02-12","Rain",39.140189,-77.2218405
"MCP3386002C","2025-02-12","Rain",38.98348674,-77.09498702
"MCP3386002B","2025-02-12","Rain",38.98348883,-77.0947525
"MCP2780008G","2025-02-12","Rain",39.20016654,-77.24651739
"MCP34260012","2025-02-12","Freezing Rain Or Freezing Drizzle",38.96061057,-77.09655585
"MCP2965009P","2025-02-12","Freezing Rain Or Freezing Drizzle",39.16094567,-76.982346
"MCP2592004L","2025-02-12","Snow",39.18542906,-77.21206879
"MCP320000F5","2025-02-12","Cloudy",38.98208467,-77.156914
"EJ78840072","2025-02-12","Blowing Snow",39.13205282,-77.20626923
"MCP3361001D","2025-02-12","Snow",39.0659832,-77.03446391
"EJ7899001H","2025-02-12","Blowing Snow",39.14524591,-77.19621049
"MCP2737006F","2025-02-11","Snow",39.07607828,-76.98312029
"EJ7893003N","2025-02-11","Snow",39.12757867,-77.20983767
"MCP3168007P","2025-02-11","Snow",39.12321233,-77.11533783
"HA2516000C","2025-02-11","Snow",39.00792924,-77.08096876
"MCP33860029","2025-02-11","Snow",39.01244283,-77.06084867
"MCP2077005V","2025-02-11","Snow",39.0392435,-77.05420733
"DM85050020","2025-02-11","Blowing Snow",38.98239975,-77.001161
"EJ7833008V","2025-02-11","Snow",39.1622315,-77.21605083
"MCP3052004F","2025-02-11","Snow",39.19283083,-77.16461367
"DD5676000N","2025-02-11","Snow",39.08458582,-77.13609947
"MCP2603006Q","2025-02-11","Blowing Snow",39.16940213,-77.19071921
"DM84390042","2025-02-11","Snow",38.97879989,-77.00152685
"MCP3040007H","2025-02-11","Snow",39.1736962,-77.04404359
"MCP3093005X","2025-02-11","Snow",38.99461429,-77.04575452
"MCP2399009L","2025-02-11","Snow",39.17001439,-77.17667369
"MCP3192005S","2025-02-11","Snow",39.06613129,-77.03370969
"MCP26710045","2025-02-11","Blowing Snow",38.99460063,-77.0267928
"MCP29300057","2025-02-11","Snow",39.069828,-77.07061043
"MCP23470058","2025-02-11","Clear",39.08121528,-76.9461942
"MCP271700ZC","2025-02-11","Clear",39.11701344,-77.16857293
"MCP289200H1","2025-02-11","Clear",39.02361323,-77.04498646
"MCP3374002L","2025-02-11","Clear",38.98039117,-77.11183417
"DD5648003Y","2025-02-11","Clear",39.08061103,-77.14386185
"MCP23510062","2025-02-11","Cloudy",39.04083029,-77.17426517
"MCP2687004N","2025-02-11","Clear",38.98219965,-77.09527546
"MCP2182003F","2025-02-11","Clear",39.01149107,-76.97862193
"EJ7905002J","2025-02-11","Clear",39.11514897,-77.1855115
"MCP2965009N","2025-02-11","Cloudy",39.07650233,-76.97765267
"MCP2016008J","2025-02-11","Clear",39.10732539,-77.15881565
"MCP3300002Z","2025-02-11","Clear",39.10286609,-77.05087068
"MCP3403001R","2025-02-10","Clear",39.05692385,-76.95123657
"MCP3422001H","2025-02-10","Clear",39.0457027,-76.95189948
"MCP33170037","2025-02-10","Clear",39.11589002,-76.96184005
"HA25240005","2025-02-10","Clear",39.27340833,-77.27701074
"MCP2674005V","2025-02-10","Clear",39.24855146,-77.12682557
"MCP2583004L","2025-02-10","Clear",39.12846221,-77.23762912
"HA25120008","2025-02-10","Clear",39.00260159,-77.01299623
"MCP33200035","2025-02-10","Clear",39.00261013,-77.02455074
"EJ7833008R","2025-02-10","Cloudy",39.14994982,-77.20871833
"MCP23560043","2025-02-10","Clear",39.11503509,-77.18661392
"MCP28640056","2025-02-10","Clear",39.02461628,-77.07595208
"DD56730014","2025-02-10","Clear",39.1014736,-77.17855548
"MCP3019005J","2025-02-10","Clear",39.02782117,-77.07818233
"MCP2286006K","2025-02-10","Clear",39.05746499,-77.10759356
"MCP3050006B","2025-02-10","Clear",39.07798583,-77.0717935
"MCP137801C1","2025-02-10","Clear",39.15499977,-77.22323743
"MCP31260064","2025-02-10","Clear",39.1884957,-77.25179068
"DD5648003X","2025-02-10","Clear",39.07331241,-77.13436214
"MCP3055004M","2025-02-10","Clear",39.17696805,-77.10050253
"MCP30500069","2025-02-10","Clear",39.09945327,-77.06516974
"MCP2861006L","2025-02-10","Clear",39.02952567,-77.13199417
"MCP137801C0","2025-02-10","Clear",39.13860198,-77.1813576
"MCP34230018","2025-02-10","Clear",39.063598,-76.99927267
"MCP156300B5","2025-02-10","Clear",38.99998875,-77.04912212
"MCP2516005X","2025-02-10","Clear",39.19203685,-77.24371428
"MCP287100C6","2025-02-10","Unknown",39.03988033,-77.1085894
"MCP209400P2","2025-02-10","Clear",39.02323,-77.13232833
"MCP242500J9","2025-02-10","Clear",39.15365833,-77.21017
"MCP2761006N","2025-02-10","Clear",39.18332159,-77.2751344
"MCP3021007X","2025-02-10","Clear",39.04509047,-76.98541321
"MCP3289003V","2025-02-10","Clear",39.01862033,-77.01444041
"MCP9318003M","2025-02-10","Cloudy",39.00839739,-76.98364837
"MCP1550005S","2025-02-10","Clear",39.04649625,-77.09917224
"DD56730013","2025-02-10","Clear",39.0967351,-77.1930148
"EJ7905002F","2025-02-10","Clear",39.15608298,-77.22576806
"DD5668001D","2025-02-10","Clear",39.08390499,-77.15656743
"MCP3274002J","2025-02-10","Clear",39.01958216,-77.08635121
"MCP31270048","2025-02-09","Clear",38.99293473,-77.09679577
"MCP3052004C","2025-02-09","Clear",39.15237647,-77.2117509
"MCP31270049","2025-02-09","Clear",38.98613308,-77.1153126
"EJ78750064","2025-02-09","Clear",39.14512459,-77.22006265
"MCP3055004L","2025-02-09","Clear",39.13632604,-77.08633467
"MCP33200034","2025-02-09","Clear",39.03068723,-77.04802685
"MCP233900B3","2025-02-09","Clear",39.12971817,-77.16388467
"MCP3329003Q","2025-02-09","Clear",39.05524476,-76.95588865
"MCP3156003C","2025-02-09","Clear",38.9920626,-77.001011
"MCP21070067","2025-02-09","Clear",39.30163044,-77.19746445
"MCP3258004V","2025-02-09","Clear",39.087712,-77.07481217
"MCP32900042","2025-02-09","Clear",39.01076754,-77.03885719
"MCP913000KK","2025-02-09","Clear",39.01790424,-77.00678395
"MCP3313002G","2025-02-09","Rain",39.09138015,-77.06911764
"MCP3240003S","2025-02-08","Clear",39.15997827,-77.28404814
"EJ7869004H","2025-02-08","Rain",39.14345352,-77.20222178
"DM8472002Z","2025-02-08","Freezing Rain Or Freezing Drizzle",38.97805646,-77.00619017
"EJ78750062","2025-02-08","Rain",39.14615067,-77.20417467
"EJ79060020","2025-02-08","Cloudy",39.11713919,-77.20470601
"MCP2440002P","2025-02-08","Clear",39.15800925,-77.20475264
"MCP3452000L","2025-02-08","Cloudy",39.04251246,-77.05191172
"DM83760017","2025-02-08","Cloudy",38.99636283,-77.00530702
"MCP3040007F","2025-02-08","Clear",39.07133083,-77.09907467
"MCP268900CD","2025-02-08","Cloudy",39.04773933,-77.2654384
"MCP243600JJ","2025-02-08","Cloudy",39.00973246,-76.99993978
"MCP3231001G","2025-02-08","Clear",38.98814905,-77.0987079
"MCP291400FZ","2025-02-07","Clear",38.99256369,-77.02672456
"MCP3427000P","2025-02-07","Clear",39.17087948,-77.20405238
"DM8522003S","2025-02-07","Clear",38.9872765,-76.987842
"MCP3284002G","2025-02-07","Clear",39.093891,-76.93914583
"MCP203900C9","2025-02-07","Cloudy",39.07231703,-77.11286987
"EJ7906001Z","2025-02-07","Clear",39.11713798,-77.20101265
"MCP3180004G","2025-02-07","Clear",39.15222716,-77.06716884
"MCP2948007R","2025-02-07","Clear",39.04545296,-77.05205383
"MCP33200033","2025-02-07","Clear",39.02820357,-77.0540187
"MCP2723009D","2025-02-07","Clear",39.09040232,-77.04834539
"DD5653004D","2025-02-07","Clear",39.06455993,-77.1269256
"MCP2723009B","2025-02-07","Clear",39.09643949,-77.10861236
"EJ7907001J","2025-02-07","Clear",39.14571402,-77.20373679
"MCP3377002P","2025-02-07","Clear",38.99265067,-77.02689687
"MCP3262005J","2025-02-07","Clear",39.04009767,-76.99066
"MCP3396001M","2025-02-07","Clear",39.05543503,-77.08374698
"MCP3258004T","2025-02-07","Clear",39.04084417,-77.05144751
"MCP3053008B","2025-02-07","Clear",39.04796251,-77.08473169
"MCP3379001M","2025-02-07","Clear",39.186316,-77.27361107
"EJ7887005D","2025-02-07","Clear",39.13603883,-77.1931431
"MCP3094005Q","2025-02-07","Clear",39.14728095,-77.14605199
"MCP32900040","2025-02-07","Clear",39.01047917,-77.04082167
"MCP3275002R","2025-02-07","Clear",39.05530171,-76.9567089
"MCP32900041","2025-02-07","Clear",39.02531197,-77.0459823
"MCP94420041","2025-02-07","Clear",39.15485801,-77.201071
"DD5567007G","2025-02-07","Clear",39.075841,-77.13892661
"MCP1534000S","2025-02-07","Clear",39.28713104,-77.20784143
"MCP3091005C","2025-02-07","Clear",39.12474167,-77.1644415
"DD5567007D","2025-02-07","Clear",39.08355471,-77.14670975
"MCP3290003Z","2025-02-07","Clear",39.02375933,-77.04568667
"EJ7895006Z","2025-02-07","Clear",39.15407089,-77.21026857
"DD5567007C","2025-02-07","Clear",39.11902574,-77.17192855
"MCP33620058","2025-02-07","Clear",39.01591707,-77.01608048
"MCP283200BC","2025-02-07","Clear",39.02461721,-77.06848655
"MCP3417000X","2025-02-07","Cloudy",38.97805127,-77.09291124
"MCP3168007M","2025-02-06","Clear",39.07367812,-77.13692894
"MCP2450005M","2025-02-06","Fog, Smog, Smoke",39.13506221,-77.24903831
"DD56730012","2025-02-06","Clear",39.11378232,-77.16949363
"MCP3040007D","2025-02-06","Clear",39.13623467,-77.08638383
"MCP14330066","2025-02-06","Cloudy",39.120615,-77.15874333
"MCP34260011","2025-02-06","Clear",38.96017676,-77.09655585
"MCP2974005G","2025-02-06","Clear",39.04226137,-76.99449055
"MCP3094005P","2025-02-06","Clear",39.17290181,-77.12323411
"EJ7906001Y","2025-02-06","Cloudy",39.15782033,-77.21359217
"MCP3258004S","2025-02-06","Rain",39.02552979,-77.04599592
"MCP33390050","2025-02-06","Clear",39.086973,-77.10888417
"MCP2466005Q","2025-02-06","Clear",39.16341253,-77.36226322
"MCP1235005R","2025-02-06","Cloudy",39.0181435,-77.01088058
"MCP137801BZ","2025-02-06","Cloudy",39.17821481,-77.15255031
"MCP287100C0","2025-02-06","Cloudy",39.0381294,-77.11712277
"MCP137801BY","2025-02-06","Cloudy",39.1745421,-77.20361823
"MCP3339004Z","2025-02-06","Clear",39.06068123,-77.06710902
"MCP283200BB","2025-02-06","Rain",38.99462052,-77.03620741
"MCP3091005B","2025-02-06","Rain",39.12777306,-77.16479572
"MCP120500CR","2025-02-06","Unknown",38.96279832,-77.08530064
"MCP2965009M","2025-02-06","Freezing Rain Or Freezing Drizzle",39.15615214,-77.05851815
"DD56520055","2025-02-06","Rain",39.0746801,-77.1638952
"MCP1534000R","2025-02-06","Freezing Rain Or Freezing Drizzle",39.28475467,-77.16962533
"DD5567007B","2025-02-06","Rain",39.11905487,-77.17161205
"EJ7887005B","2025-02-06","Rain",39.11479667,-77.229486
"MCP3213002B","2025-02-05","Rain",39.00987671,-77.04148949
"MCP14250023","2025-02-05","Clear",39.05728262,-77.23137314
"MCP2534005H","2025-02-05","Clear",39.19045579,-77.04886514
"MCP31090095","2025-02-05","Freezing Rain Or Freezing Drizzle",39.18579008,-77.17056071
"MCP30000055","2025-02-05","Rain",39.16264187,-77.28288584
"DD5631005Y","2025-02-05","Clear",39.08472483,-77.14523683
"MCP3397000W","2025-02-05","Clear",39.01992983,-77.01351996
"MCP3347002J","2025-02-05","Clear",39.04472155,-77.11184372
"MCP3407000W","2025-02-05","Clear",39.19073633,-77.24774401
"MCP2450005L","2025-02-05","Unknown",39.1285386,-77.23778729
"MCP3258004R","2025-02-05","Clear",39.0394435,-77.05415117
"MCP3233005G","2025-02-05","Clear",39.03650118,-76.99578414
"MCP2586007Z","2025-02-05","Clear",39.28979773,-77.20107058
"MCP3039007G","2025-02-05","Clear",38.9901908,-77.02193564
"MCP3230006J","2025-02-05","Clear",39.08972404,-77.10537829
"MCP3402002R","2025-02-05","Clear",38.99475146,-76.99296448
"MCP2239002V","2025-02-05","Clear",39.0563285,-77.1793725
"MCP2730004V","2025-02-05","Clear",39.18531833,-77.253955
"DD5663001T","2025-02-05","Clear",39.07893602,-77.14191168
"EJ7898005W","2025-02-05","Clear",39.11835817,-77.19759317
"MCP22280023","2025-02-05","Cloudy",39.17869179,-77.20186625
"MCP302600DH","2025-02-05","Clear",38.99272952,-77.16205819
"MCP25030023","2025-02-05","Cloudy",39.09982297,-77.18400995
"MCP3341004S","2025-02-05","Cloudy",39.09125009,-77.06655413
"MCP2445006J","2025-02-05","Clear",39.17552,-77.23795333
"MCP3260001M","2025-02-05","Clear",39.01885483,-77.013959
"MCP33940014","2025-02-05","Clear",39.00135052,-77.07717799
"MCP3392001Z","2025-02-05","Clear",39.19558288,-77.039063
"MCP209400P0","2025-02-05","Cloudy",39.02722072,-77.10778561
"MCP32680057","2025-02-05","Clear",39.06386408,-76.96561983
"MCP22280022","2025-02-05","Cloudy",39.18904833,-77.21823333
"MCP2756006D","2025-02-05","Clear",39.04821831,-77.05461079
"MCP21950073","2025-02-05","Clear",39.20928157,-77.27486639
"EJ7886004B","2025-02-04","Clear",39.1199667,-77.23193752
"EJ78840071","2025-02-04","Clear",39.12117367,-77.2323725
"MCP34240010","2025-02-04","Clear",39.16869256,-77.17139804
"MCP3277003T","2025-02-04","Clear",39.18633033,-77.20266083
"EJ7888007L","2025-02-04","Clear",39.14269056,-77.2001163
"MCP30440083","2025-02-04","Clear",39.04643219,-76.98708599
"MCP3337003R","2025-02-04","Clear",39.04139094,-77.04926441
"MCP3258004Q","2025-02-04","Clear",39.03909667,-77.05111883
"MCP34260010","2025-02-04","Clear",38.99651598,-77.10899057
"MCP2466005P","2025-02-04","Clear",39.10294375,-77.25308524
"MCP3037006W","2025-02-04","Clear",39.21500741,-77.25115049
"DD56730015","2025-02-04","Clear",39.07996513,-77.13905284
"DD5653004C","2025-02-04","Clear",39.09642083,-77.13453385
"MCP287100BZ","2025-02-04","Clear",39.04413272,-77.10969818
"MCP3192005R","2025-02-04","Clear",39.05179512,-77.05298028
"MCP3094005N","2025-02-04","Clear",39.15876886,-77.17247262
"DD5666001Z","2025-02-04","Clear",39.0714081,-77.13946324
"MCP137801BX","2025-02-04","Clear",39.16755867,-77.2104069
"MCP32320068","2025-02-04","Clear",39.12241526,-76.99900637
"MCP289200H0","2025-02-04","Clear",39.00423983,-77.03683255
"MCP3374002K","2025-02-04","Clear",39.010608,-77.09908267
"MCP3038007P","2025-02-04","Clear",38.99966029,-77.01027163
"MCP137801BW","2025-02-04","Clear",39.1559225,-77.22480683
"DD5651005Y","2025-02-04","Clear",39.09876785,-77.16186374
"MCP203900C8","2025-02-04","Cloudy",39.07972923,-77.07960042
"MCP23470057","2025-02-04","Clear",39.07751013,-76.94131929
"MCP32990045","2025-02-04","Clear",39.0518982,-77.06585954
"MCP2592004J","2025-02-04","Clear",39.16379588,-77.167984
"MCP3392001Y","2025-02-04","Clear",39.02616183,-77.01130073
"MCP2016008H","2025-02-04","Clear",39.100399,-77.1403175
"MCP23470056","2025-02-04","Clear",39.08619611,-76.95438598
"MCP0617006P","2025-02-04","Clear",39.15456246,-77.06513126
"MCP3403001Q","2025-02-03","Clear",39.08432431,-76.95102766
"MCP3422001G","2025-02-03","Clear",39.083656,-76.95165249
"MCP2799008B","2025-02-03","Clear",38.99458391,-77.02677318
"MCP233900B2","2025-02-03","Clear",39.093262,-77.19661583
"MCP27990089","2025-02-03","Clear",38.99056485,-77.01058831
"MCP219800GZ","2025-02-03","Clear",39.13165937,-77.17505812
"MCP33840015","2025-02-03","Clear",39.00612967,-76.99752433
"MCP2898005R","2025-02-03","Clear",39.17713877,-77.23839608
"MCP2291008B","2025-02-03","Clear",39.03341149,-77.23698314
"MCP2339009Z","2025-02-03","Clear",39.07361067,-77.1118055
"MCP31930065","2025-02-03","Clear",39.04137933,-77.0522725
"MCP33200031","2025-02-03","Clear",39.022239,-77.0454685
"EJ7888007K","2025-02-03","Clear",39.15585731,-77.21601795
"MCP3148007K","2025-02-03","Clear",38.99376247,-77.05219744
"HA24840011","2025-02-03","Clear",39.12696192,-77.12623263
"EJ7888007J","2025-02-03","Clear",39.11026265,-77.21725749
"MCP26410050","2025-02-03","Cloudy",39.09932667,-77.19249167
"MCP137801BV","2025-02-03","Cloudy",39.15667823,-77.15708915
"DD55670079","2025-02-03","Clear",39.09303396,-77.18266812
"MCP2905006Y","2025-02-03","Cloudy",39.01772933,-77.22073533
"EJ7905002C","2025-02-03","Clear",39.1529935,-77.17911217
"MCP2432001D","2025-02-03","Clear",39.17657167,-77.179045
"MCP30500068","2025-02-03","Clear",39.07370807,-77.06642972
"MCP2516005W","2025-02-03","Clear",39.20985745,-77.23888542
"MCP3030007K","2025-02-02","Clear",38.97822222,-77.09008281
"MCP3171002L","2025-02-02","Clear",39.18444544,-77.26033556
"MCP304800DD","2025-02-02","Clear",38.99098453,-77.07723822
"MCP156300B4","2025-02-02","Cloudy",38.98524395,-77.07722014
"MCP3191004R","2025-02-02","Clear",39.0542152,-77.10631029
"EJ7895006X","2025-02-02","Clear",39.11500334,-77.18654533
"MCP3066002T","2025-02-02","Clear",39.00515567,-77.079333
"DD56690010","2025-02-02","Clear",39.05885321,-77.12151623
"MCP21080028","2025-02-01","Clear",39.12210731,-77.17721899
"MCP3276003B","2025-02-01","Clear",39.01562078,-77.04272195
"MCP3301002X","2025-02-01","Clear",39.06200285,-76.96067259
"MCP33600024","2025-02-01","Clear",39.10922246,-77.2128958
"MCP2440002N","2025-02-01","Clear",39.15714156,-77.20064287
"MCP3390001L","2025-02-01","Clear",39.1629985,-77.28299033
"MCP3218005P","2025-02-01","Clear",39.04049142,-77.05302011
"MCP3255006R","2025-02-01","Clear",39.14005702,-77.13433251
"DD5678000C","2025-02-01","Clear",39.06179138,-77.12409633
"MCP33170036","2025-02-01","Clear",39.08280189,-76.9453391
"MCP3180004F","2025-02-01","Clear",39.12707463,-77.07235806
"MCP22910089","2025-02-01","Clear",39.00373514,-77.13727246
"MCP2940007S","2025-02-01","Clear",39.01804177,-77.20894439
"MCP2516005V","2025-02-01","Clear",39.22820487,-77.26616713
"MCP3138007L","2025-02-01","Clear",39.14993478,-77.06557884
"EJ7898005T","2025-02-01","Clear",39.14564647,-77.19118095
"MCP34230017","2025-02-01","Clear",39.0414335,-76.98384617
"MCP3378001D","2025-02-01","Cloudy",39.08379167,-77.077333
"MCP3240003R","2025-02-01","Clear",39.17609447,-77.26874254
"MCP3284002F","2025-02-01","Clear",39.07068867,-76.987858
"MCP3276003C","2025-02-01","Clear",38.99182981,-77.02659514
"MCP93220021","2025-02-01","Rain",39.15187132,-77.10048404
"MCP93220022","2025-02-01","Rain",39.15148427,-77.10155811
"MCP3351002W","2025-02-01","Rain",38.99866317,-76.99121233
"MCP3274002H","2025-01-31","Rain",38.97711402,-77.09080258
"DD56780009","2025-01-31","Rain",39.11402305,-77.17160423
"MCP2863003K","2025-01-31","Rain",39.12888509,-77.18600708
"MCP3379001L","2025-01-31","Rain",39.1930058,-77.27071965
"MCP3031006K","2025-01-31","Rain",39.09021883,-77.04308467
"MCP33340038","2025-01-31","Rain",38.9962751,-77.02468431
"MCP21080027","2025-01-31","Fog, Smog, Smoke",39.0399234,-77.15724711
"DD56740011","2025-01-31","Cloudy",39.11559522,-77.16631816
"MCP2399009K","2025-01-31","Rain",39.16407264,-77.22662661
"MCP3379001K","2025-01-31","Rain",39.17707495,-77.26421444
"MCP34000024","2025-01-31","Rain",39.09581726,-76.93805354
"DD56520054","2025-01-31","Rain",39.11547747,-77.16625328
"MCP33480042","2025-01-31","Rain",39.09297973,-77.07992523
"MCP23560041","2025-01-31","Rain",39.07294319,-77.1108898
"MCP3407000V","2025-01-31","Rain",39.21207616,-77.14260754
"MCP3411001N","2025-01-31","Rain",39.02664117,-77.15140681
"MCP29660082","2025-01-31","Rain",39.183302,-77.25712749
"MCP3330002L","2025-01-31","Rain",39.04006286,-77.05548869
"MCP913000KJ","2025-01-31","Rain",39.03648378,-76.99978807
"MCP33940013","2025-01-31","Rain",38.98885744,-77.09981025
"MCP283200B9","2025-01-31","Rain",38.99654049,-77.07540013
"MCP320000F4","2025-01-31","Rain",39.02652393,-77.14164021
"DD56730011","2025-01-31","Rain",39.11295416,-77.1737738
"MCP3290003Y","2025-01-31","Rain",39.01321363,-77.01662747
"MCP1534000Q","2025-01-31","Clear",39.32536221,-77.1950785
"MCP30910059","2025-01-31","Rain",39.12718233,-77.16365683
"MCP120500CP","2025-01-31","Rain",38.98542357,-77.07905849
"MCP2974005F","2025-01-31","Rain",39.05595983,-76.96586668
"EJ7898005R","2025-01-31","Rain",39.1152685,-77.18689483
"EJ7905002B","2025-01-31","Rain",39.16208307,-77.21441247
"DD5648003W","2025-01-31","Cloudy",39.08794429,-77.13382435
"MCP235800DF","2025-01-31","Rain",38.99017057,-77.15286056
"DD56740010","2025-01-31","Cloudy",39.08032773,-77.16084463
